gene_id_base	gene_name	transcript_id	region	clip_points	region_length	rna_control_reads
ENSMUSG00000040943	Tet2	ENSMUST00000196398.5	cds	2057	5760	724
ENSMUSG00000040945	Rcc2	ENSMUST00000071169.9	3utr	1087	2019	1513
ENSMUSG00000040945	Rcc2	ENSMUST00000071169.9	5utr	32	420	346
ENSMUSG00000040945	Rcc2	ENSMUST00000071169.9	cds	7467	1560	4305
ENSMUSG00000040950	Mgl2	ENSMUST00000041550.12	3utr	14	440	4
ENSMUSG00000040950	Mgl2	ENSMUST00000041550.12	5utr	0	150	0
ENSMUSG00000040950	Mgl2	ENSMUST00000041550.12	cds	0	996	3
ENSMUSG00000040952	Rps19	ENSMUST00000108430.10	3utr	184	42	120
ENSMUSG00000040952	Rps19	ENSMUST00000108430.10	5utr	184	297	109
ENSMUSG00000040952	Rps19	ENSMUST00000108430.10	cds	2038	435	5837
ENSMUSG00000040957	Cables1	ENSMUST00000046948.10	3utr	32	966	21
ENSMUSG00000040957	Cables1	ENSMUST00000046948.10	5utr	0	532	1
ENSMUSG00000040957	Cables1	ENSMUST00000046948.10	cds	34	1704	34
ENSMUSG00000040963	Asgr2	ENSMUST00000102572.8	3utr	0	309	2
ENSMUSG00000040963	Asgr2	ENSMUST00000102572.8	5utr	0	161	0
ENSMUSG00000040963	Asgr2	ENSMUST00000102572.8	cds	14	903	8
ENSMUSG00000040964	Arhgef10l	ENSMUST00000039204.10	3utr	30	508	20
ENSMUSG00000040964	Arhgef10l	ENSMUST00000039204.10	5utr	0	160	3
ENSMUSG00000040964	Arhgef10l	ENSMUST00000039204.10	cds	50	3825	226
ENSMUSG00000040966	Slc22a2	ENSMUST00000046959.9	3utr	0	387	0
ENSMUSG00000040966	Slc22a2	ENSMUST00000046959.9	5utr	0	149	0
ENSMUSG00000040966	Slc22a2	ENSMUST00000046959.9	cds	0	1659	0
ENSMUSG00000040969	Arhgef38	ENSMUST00000161022.9	3utr	0	1189	0
ENSMUSG00000040969	Arhgef38	ENSMUST00000161022.9	5utr	0	66	0
ENSMUSG00000040969	Arhgef38	ENSMUST00000161022.9	cds	0	657	0
ENSMUSG00000040972	Igsf21	ENSMUST00000039331.9	3utr	0	162	0
ENSMUSG00000040972	Igsf21	ENSMUST00000039331.9	5utr	3	413	3
ENSMUSG00000040972	Igsf21	ENSMUST00000039331.9	cds	38	1404	27
ENSMUSG00000040978	Gm11992	ENSMUST00000043285.5	3utr	0	975	1
ENSMUSG00000040978	Gm11992	ENSMUST00000043285.5	5utr	0	552	1
ENSMUSG00000040978	Gm11992	ENSMUST00000043285.5	cds	0	873	1
ENSMUSG00000040985	Sun3	ENSMUST00000102909.8	3utr	0	186	0
ENSMUSG00000040985	Sun3	ENSMUST00000102909.8	5utr	0	239	1
ENSMUSG00000040985	Sun3	ENSMUST00000102909.8	cds	0	780	3
ENSMUSG00000040987	Mill2	ENSMUST00000072386.11	3utr	0	30	0
ENSMUSG00000040987	Mill2	ENSMUST00000072386.11	5utr	0	26	0
ENSMUSG00000040987	Mill2	ENSMUST00000072386.11	cds	0	1065	0
ENSMUSG00000040990	Sh3kbp1	ENSMUST00000112456.9	3utr	11	4906	6
ENSMUSG00000040990	Sh3kbp1	ENSMUST00000112456.9	5utr	4	416	0
ENSMUSG00000040990	Sh3kbp1	ENSMUST00000112456.9	cds	40	1995	14
ENSMUSG00000040997	Abhd4	ENSMUST00000180359.8	3utr	54	1221	95
ENSMUSG00000040997	Abhd4	ENSMUST00000180359.8	5utr	0	333	5
ENSMUSG00000040997	Abhd4	ENSMUST00000180359.8	cds	141	954	79
ENSMUSG00000040998	Npnt	ENSMUST00000042729.16	3utr	31	1750	2
ENSMUSG00000040998	Npnt	ENSMUST00000042729.16	5utr	0	117	0
ENSMUSG00000040998	Npnt	ENSMUST00000042729.16	cds	24	1734	10
ENSMUSG00000041000	Trim62	ENSMUST00000035667.9	3utr	0	1745	5
ENSMUSG00000041000	Trim62	ENSMUST00000035667.9	5utr	0	582	0
ENSMUSG00000041000	Trim62	ENSMUST00000035667.9	cds	0	1425	2
ENSMUSG00000041009	Iqcf4	ENSMUST00000085111.5	3utr	0	16	0
ENSMUSG00000041009	Iqcf4	ENSMUST00000085111.5	5utr	0	128	0
ENSMUSG00000041009	Iqcf4	ENSMUST00000085111.5	cds	0	612	0
ENSMUSG00000041012	Cmtm8	ENSMUST00000047013.4	3utr	0	320	0
ENSMUSG00000041012	Cmtm8	ENSMUST00000047013.4	5utr	0	225	1
ENSMUSG00000041012	Cmtm8	ENSMUST00000047013.4	cds	0	519	11
ENSMUSG00000041014	Nrg3	ENSMUST00000166968.9	3utr	1	1584	0
ENSMUSG00000041014	Nrg3	ENSMUST00000166968.9	5utr	0	288	0
ENSMUSG00000041014	Nrg3	ENSMUST00000166968.9	cds	0	2139	0
ENSMUSG00000041020	Map7d2	ENSMUST00000043151.12	3utr	55	1028	32
ENSMUSG00000041020	Map7d2	ENSMUST00000043151.12	5utr	0	268	2
ENSMUSG00000041020	Map7d2	ENSMUST00000043151.12	cds	136	1791	61
ENSMUSG00000041025	Iffo2	ENSMUST00000123827.9	3utr	35	652	23
ENSMUSG00000041025	Iffo2	ENSMUST00000123827.9	5utr	0	523	4
ENSMUSG00000041025	Iffo2	ENSMUST00000123827.9	cds	42	861	70
ENSMUSG00000041028	Ghitm	ENSMUST00000165649.4	3utr	602	2053	226
ENSMUSG00000041028	Ghitm	ENSMUST00000165649.4	5utr	2	97	90
ENSMUSG00000041028	Ghitm	ENSMUST00000165649.4	cds	1074	1038	813
ENSMUSG00000041035	Gm17018	ENSMUST00000047057.9	3utr	61	715	24
ENSMUSG00000041035	Gm17018	ENSMUST00000047057.9	5utr	0	29	5
ENSMUSG00000041035	Gm17018	ENSMUST00000047057.9	cds	87	609	105
ENSMUSG00000041037	Irgq	ENSMUST00000049020.9	3utr	99	4116	51
ENSMUSG00000041037	Irgq	ENSMUST00000049020.9	5utr	0	218	0
ENSMUSG00000041037	Irgq	ENSMUST00000049020.9	cds	10	1749	12
ENSMUSG00000041040	Fam117b	ENSMUST00000036540.12	3utr	1280	3622	278
ENSMUSG00000041040	Fam117b	ENSMUST00000036540.12	5utr	0	158	10
ENSMUSG00000041040	Fam117b	ENSMUST00000036540.12	cds	184	1752	174
ENSMUSG00000041044	Lrit1	ENSMUST00000120052.2	3utr	0	2358	0
ENSMUSG00000041044	Lrit1	ENSMUST00000120052.2	5utr	0	95	0
ENSMUSG00000041044	Lrit1	ENSMUST00000120052.2	cds	0	1872	0
ENSMUSG00000041046	Ramp3	ENSMUST00000045374.8	3utr	79	740	49
ENSMUSG00000041046	Ramp3	ENSMUST00000045374.8	5utr	1	52	2
ENSMUSG00000041046	Ramp3	ENSMUST00000045374.8	cds	115	441	55
ENSMUSG00000041052	Slc7a13	ENSMUST00000035890.8	3utr	4	630	14
ENSMUSG00000041052	Slc7a13	ENSMUST00000035890.8	5utr	0	77	0
ENSMUSG00000041052	Slc7a13	ENSMUST00000035890.8	cds	0	1434	0
ENSMUSG00000041057	Wdr43	ENSMUST00000047086.10	3utr	469	1373	311
ENSMUSG00000041057	Wdr43	ENSMUST00000047086.10	5utr	5	46	4
ENSMUSG00000041057	Wdr43	ENSMUST00000047086.10	cds	3386	2031	1130
ENSMUSG00000041058	Wwp1	ENSMUST00000108246.9	3utr	362	3414	70
ENSMUSG00000041058	Wwp1	ENSMUST00000108246.9	5utr	8	272	28
ENSMUSG00000041058	Wwp1	ENSMUST00000108246.9	cds	708	2754	183
ENSMUSG00000041062	Mslnl	ENSMUST00000047098.7	3utr	0	253	0
ENSMUSG00000041062	Mslnl	ENSMUST00000047098.7	5utr	0	318	0
ENSMUSG00000041062	Mslnl	ENSMUST00000047098.7	cds	0	2055	2
ENSMUSG00000041064	Pif1	ENSMUST00000047099.13	3utr	87	1130	70
ENSMUSG00000041064	Pif1	ENSMUST00000047099.13	5utr	17	644	34
ENSMUSG00000041064	Pif1	ENSMUST00000047099.13	cds	145	1911	225
ENSMUSG00000041068	4930596D02Rik	ENSMUST00000043266.7	3utr	0	481	0
ENSMUSG00000041068	4930596D02Rik	ENSMUST00000043266.7	5utr	0	31	0
ENSMUSG00000041068	4930596D02Rik	ENSMUST00000043266.7	cds	0	648	0
ENSMUSG00000041073	Nacad	ENSMUST00000045713.4	3utr	0	75	0
ENSMUSG00000041073	Nacad	ENSMUST00000045713.4	5utr	0	305	0
ENSMUSG00000041073	Nacad	ENSMUST00000045713.4	cds	0	4512	1
ENSMUSG00000041075	Fzd7	ENSMUST00000114246.4	3utr	5211	2280	505
ENSMUSG00000041075	Fzd7	ENSMUST00000114246.4	5utr	30	536	85
ENSMUSG00000041075	Fzd7	ENSMUST00000114246.4	cds	433	1716	522
ENSMUSG00000041078	Grid1	ENSMUST00000043349.7	3utr	11	2573	0
ENSMUSG00000041078	Grid1	ENSMUST00000043349.7	5utr	0	120	0
ENSMUSG00000041078	Grid1	ENSMUST00000043349.7	cds	0	3027	8
ENSMUSG00000041079	Rwdd2b	ENSMUST00000039101.12	3utr	3	988	15
ENSMUSG00000041079	Rwdd2b	ENSMUST00000039101.12	5utr	5	151	5
ENSMUSG00000041079	Rwdd2b	ENSMUST00000039101.12	cds	42	870	23
ENSMUSG00000041084	Ostc	ENSMUST00000043937.9	3utr	1532	551	215
ENSMUSG00000041084	Ostc	ENSMUST00000043937.9	5utr	52	69	18
ENSMUSG00000041084	Ostc	ENSMUST00000043937.9	cds	945	447	325
ENSMUSG00000041096	Tspyl2	ENSMUST00000044509.7	3utr	14	565	37
ENSMUSG00000041096	Tspyl2	ENSMUST00000044509.7	5utr	4	100	12
ENSMUSG00000041096	Tspyl2	ENSMUST00000044509.7	cds	153	2031	153
ENSMUSG00000041112	Elmo1	ENSMUST00000072519.7	3utr	34	3057	33
ENSMUSG00000041112	Elmo1	ENSMUST00000072519.7	5utr	0	226	8
ENSMUSG00000041112	Elmo1	ENSMUST00000072519.7	cds	88	2181	95
ENSMUSG00000041115	Iqsec2	ENSMUST00000168786.8	3utr	0	1351	1
ENSMUSG00000041115	Iqsec2	ENSMUST00000168786.8	5utr	0	205	2
ENSMUSG00000041115	Iqsec2	ENSMUST00000168786.8	cds	22	4437	16
ENSMUSG00000041117	Ccdc8	ENSMUST00000094805.5	3utr	6	874	5
ENSMUSG00000041117	Ccdc8	ENSMUST00000094805.5	5utr	8	1880	23
ENSMUSG00000041117	Ccdc8	ENSMUST00000094805.5	cds	12	2055	41
ENSMUSG00000041119	Pde9a	ENSMUST00000047168.13	3utr	15	409	19
ENSMUSG00000041119	Pde9a	ENSMUST00000047168.13	5utr	0	78	0
ENSMUSG00000041119	Pde9a	ENSMUST00000047168.13	cds	68	1602	95
ENSMUSG00000041120	Nbl1	ENSMUST00000042844.7	3utr	0	1064	0
ENSMUSG00000041120	Nbl1	ENSMUST00000042844.7	5utr	0	195	0
ENSMUSG00000041120	Nbl1	ENSMUST00000042844.7	cds	0	534	1
ENSMUSG00000041124	Msantd4	ENSMUST00000212075.2	3utr	244	1559	88
ENSMUSG00000041124	Msantd4	ENSMUST00000212075.2	5utr	10	206	5
ENSMUSG00000041124	Msantd4	ENSMUST00000212075.2	cds	149	1035	84
ENSMUSG00000041126	H2az2	ENSMUST00000109737.9	3utr	2199	1145	396
ENSMUSG00000041126	H2az2	ENSMUST00000109737.9	5utr	14	104	21
ENSMUSG00000041126	H2az2	ENSMUST00000109737.9	cds	1232	384	490
ENSMUSG00000041130	Zfp598	ENSMUST00000047179.7	3utr	81	557	129
ENSMUSG00000041130	Zfp598	ENSMUST00000047179.7	5utr	0	11	2
ENSMUSG00000041130	Zfp598	ENSMUST00000047179.7	cds	434	2715	867
ENSMUSG00000041132	N4bp2l1	ENSMUST00000016279.11	3utr	0	1102	1
ENSMUSG00000041132	N4bp2l1	ENSMUST00000016279.11	5utr	0	89	0
ENSMUSG00000041132	N4bp2l1	ENSMUST00000016279.11	cds	0	714	2
ENSMUSG00000041133	Smc1a	ENSMUST00000045312.6	3utr	89	888	26
ENSMUSG00000041133	Smc1a	ENSMUST00000045312.6	5utr	12	104	6
ENSMUSG00000041133	Smc1a	ENSMUST00000045312.6	cds	2384	3699	996
ENSMUSG00000041134	Cyyr1	ENSMUST00000114174.3	3utr	45	4660	4
ENSMUSG00000041134	Cyyr1	ENSMUST00000114174.3	5utr	7	309	1
ENSMUSG00000041134	Cyyr1	ENSMUST00000114174.3	cds	18	495	1
ENSMUSG00000041135	Ripk2	ENSMUST00000037035.12	3utr	25	824	7
ENSMUSG00000041135	Ripk2	ENSMUST00000037035.12	5utr	0	251	3
ENSMUSG00000041135	Ripk2	ENSMUST00000037035.12	cds	100	1617	50
ENSMUSG00000041138	Nme8	ENSMUST00000091763.3	3utr	0	181	0
ENSMUSG00000041138	Nme8	ENSMUST00000091763.3	5utr	0	183	0
ENSMUSG00000041138	Nme8	ENSMUST00000091763.3	cds	0	1758	0
ENSMUSG00000041141	Pnmal1	ENSMUST00000038163.8	3utr	9	2574	1
ENSMUSG00000041141	Pnmal1	ENSMUST00000038163.8	5utr	0	226	0
ENSMUSG00000041141	Pnmal1	ENSMUST00000038163.8	cds	22	1290	3
ENSMUSG00000041143	Tmco4	ENSMUST00000050949.9	3utr	35	654	27
ENSMUSG00000041143	Tmco4	ENSMUST00000050949.9	5utr	12	771	10
ENSMUSG00000041143	Tmco4	ENSMUST00000050949.9	cds	34	1893	79
ENSMUSG00000041144	Dnah7b	ENSMUST00000069293.10	3utr	0	114	0
ENSMUSG00000041144	Dnah7b	ENSMUST00000069293.10	cds	8	12204	2
ENSMUSG00000041147	Brca2	ENSMUST00000202313.2	3utr	218	239	21
ENSMUSG00000041147	Brca2	ENSMUST00000202313.2	5utr	255	291	20
ENSMUSG00000041147	Brca2	ENSMUST00000202313.2	cds	5220	9987	667
ENSMUSG00000041153	Osgin2	ENSMUST00000037198.10	3utr	25	850	10
ENSMUSG00000041153	Osgin2	ENSMUST00000037198.10	5utr	0	158	0
ENSMUSG00000041153	Osgin2	ENSMUST00000037198.10	cds	171	1650	91
ENSMUSG00000041161	Otud3	ENSMUST00000097830.4	3utr	11	362	17
ENSMUSG00000041161	Otud3	ENSMUST00000097830.4	5utr	0	118	1
ENSMUSG00000041161	Otud3	ENSMUST00000097830.4	cds	145	1188	65
ENSMUSG00000041164	Zmiz2	ENSMUST00000102914.10	3utr	114	980	322
ENSMUSG00000041164	Zmiz2	ENSMUST00000102914.10	5utr	7	162	137
ENSMUSG00000041164	Zmiz2	ENSMUST00000102914.10	cds	607	2664	1093
ENSMUSG00000041165	Spem1	ENSMUST00000045771.7	3utr	0	31	0
ENSMUSG00000041165	Spem1	ENSMUST00000045771.7	5utr	0	80	0
ENSMUSG00000041165	Spem1	ENSMUST00000045771.7	cds	0	930	0
ENSMUSG00000041168	Lonp1	ENSMUST00000047226.10	3utr	47	90	25
ENSMUSG00000041168	Lonp1	ENSMUST00000047226.10	5utr	10	14	3
ENSMUSG00000041168	Lonp1	ENSMUST00000047226.10	cds	2401	2847	1557
ENSMUSG00000041180	Hectd2	ENSMUST00000047247.12	3utr	48	2294	3
ENSMUSG00000041180	Hectd2	ENSMUST00000047247.12	5utr	0	115	0
ENSMUSG00000041180	Hectd2	ENSMUST00000047247.12	cds	47	2322	9
ENSMUSG00000041187	Prkd2	ENSMUST00000086104.6	3utr	6	444	1
ENSMUSG00000041187	Prkd2	ENSMUST00000086104.6	5utr	0	559	3
ENSMUSG00000041187	Prkd2	ENSMUST00000086104.6	cds	44	2625	32
ENSMUSG00000041189	Chrnb1	ENSMUST00000045971.9	3utr	10	588	0
ENSMUSG00000041189	Chrnb1	ENSMUST00000045971.9	5utr	0	64	0
ENSMUSG00000041189	Chrnb1	ENSMUST00000045971.9	cds	9	1503	8
ENSMUSG00000041193	Pla2g5	ENSMUST00000030524.14	3utr	154	1294	18
ENSMUSG00000041193	Pla2g5	ENSMUST00000030524.14	5utr	18	426	14
ENSMUSG00000041193	Pla2g5	ENSMUST00000030524.14	cds	3	411	17
ENSMUSG00000041199	Rpusd1	ENSMUST00000047273.3	3utr	10	689	19
ENSMUSG00000041199	Rpusd1	ENSMUST00000047273.3	5utr	0	138	7
ENSMUSG00000041199	Rpusd1	ENSMUST00000047273.3	cds	0	918	49
ENSMUSG00000041202	Pla2g2d	ENSMUST00000030528.9	3utr	2	1656	2
ENSMUSG00000041202	Pla2g2d	ENSMUST00000030528.9	5utr	0	79	0
ENSMUSG00000041202	Pla2g2d	ENSMUST00000030528.9	cds	0	432	0
ENSMUSG00000041203	Trir	ENSMUST00000047281.10	3utr	211	307	191
ENSMUSG00000041203	Trir	ENSMUST00000047281.10	5utr	34	76	5
ENSMUSG00000041203	Trir	ENSMUST00000047281.10	cds	319	519	236
ENSMUSG00000041205	Map6d1	ENSMUST00000040880.9	3utr	18	2662	10
ENSMUSG00000041205	Map6d1	ENSMUST00000040880.9	5utr	0	45	0
ENSMUSG00000041205	Map6d1	ENSMUST00000040880.9	cds	0	573	4
ENSMUSG00000041215	Yeats2	ENSMUST00000090052.11	3utr	300	1703	83
ENSMUSG00000041215	Yeats2	ENSMUST00000090052.11	5utr	41	232	7
ENSMUSG00000041215	Yeats2	ENSMUST00000090052.11	cds	588	4062	335
ENSMUSG00000041216	Clvs1	ENSMUST00000038841.14	3utr	1	2217	1
ENSMUSG00000041216	Clvs1	ENSMUST00000038841.14	5utr	0	325	0
ENSMUSG00000041216	Clvs1	ENSMUST00000038841.14	cds	4	1062	0
ENSMUSG00000041219	Arhgap11a	ENSMUST00000110947.2	3utr	467	1497	153
ENSMUSG00000041219	Arhgap11a	ENSMUST00000110947.2	5utr	53	208	55
ENSMUSG00000041219	Arhgap11a	ENSMUST00000110947.2	cds	710	1494	287
ENSMUSG00000041220	Elovl6	ENSMUST00000071402.7	3utr	5565	5008	697
ENSMUSG00000041220	Elovl6	ENSMUST00000071402.7	5utr	48	142	44
ENSMUSG00000041220	Elovl6	ENSMUST00000071402.7	cds	192	801	314
ENSMUSG00000041225	Arhgap12	ENSMUST00000182559.8	3utr	299	1342	143
ENSMUSG00000041225	Arhgap12	ENSMUST00000182559.8	5utr	51	409	35
ENSMUSG00000041225	Arhgap12	ENSMUST00000182559.8	cds	760	2514	302
ENSMUSG00000041229	Phf8	ENSMUST00000046962.11	3utr	0	490	1
ENSMUSG00000041229	Phf8	ENSMUST00000046962.11	5utr	0	230	7
ENSMUSG00000041229	Phf8	ENSMUST00000046962.11	cds	300	2385	129
ENSMUSG00000041231	Ublcp1	ENSMUST00000102795.4	3utr	144	1020	120
ENSMUSG00000041231	Ublcp1	ENSMUST00000102795.4	5utr	1	114	4
ENSMUSG00000041231	Ublcp1	ENSMUST00000102795.4	cds	66	954	145
ENSMUSG00000041235	Chd7	ENSMUST00000127476.8	5utr	78	487	8
ENSMUSG00000041235	Chd7	ENSMUST00000127476.8	cds	200	1894	45
ENSMUSG00000041236	Vps41	ENSMUST00000072961.6	3utr	32	614	123
ENSMUSG00000041236	Vps41	ENSMUST00000072961.6	5utr	0	26	2
ENSMUSG00000041236	Vps41	ENSMUST00000072961.6	cds	1014	2559	545
ENSMUSG00000041237	Pklr	ENSMUST00000047111.13	3utr	0	1024	2
ENSMUSG00000041237	Pklr	ENSMUST00000047111.13	5utr	0	41	0
ENSMUSG00000041237	Pklr	ENSMUST00000047111.13	cds	2	1722	3
ENSMUSG00000041238	Rbbp8	ENSMUST00000115861.9	3utr	35	497	8
ENSMUSG00000041238	Rbbp8	ENSMUST00000115861.9	5utr	12	347	7
ENSMUSG00000041238	Rbbp8	ENSMUST00000115861.9	cds	351	2679	142
ENSMUSG00000041241	Mul1	ENSMUST00000044058.11	3utr	78	2588	210
ENSMUSG00000041241	Mul1	ENSMUST00000044058.11	5utr	4	89	5
ENSMUSG00000041241	Mul1	ENSMUST00000044058.11	cds	149	1056	118
ENSMUSG00000041245	Wnk3	ENSMUST00000184392.8	3utr	0	61	2
ENSMUSG00000041245	Wnk3	ENSMUST00000184392.8	5utr	0	62	0
ENSMUSG00000041245	Wnk3	ENSMUST00000184392.8	cds	134	5271	42
ENSMUSG00000041247	Lamp3	ENSMUST00000081880.7	3utr	18	2012	62
ENSMUSG00000041247	Lamp3	ENSMUST00000081880.7	5utr	0	111	0
ENSMUSG00000041247	Lamp3	ENSMUST00000081880.7	cds	0	1233	0
ENSMUSG00000041248	Kcnj1	ENSMUST00000047334.10	3utr	7	1729	0
ENSMUSG00000041248	Kcnj1	ENSMUST00000047334.10	5utr	0	142	0
ENSMUSG00000041248	Kcnj1	ENSMUST00000047334.10	cds	0	1116	0
ENSMUSG00000041255	Tmco5b	ENSMUST00000040856.3	3utr	0	184	0
ENSMUSG00000041255	Tmco5b	ENSMUST00000040856.3	5utr	0	132	0
ENSMUSG00000041255	Tmco5b	ENSMUST00000040856.3	cds	0	921	0
ENSMUSG00000041258	Zfp236	ENSMUST00000182122.8	3utr	0	481	8
ENSMUSG00000041258	Zfp236	ENSMUST00000182122.8	5utr	0	37	0
ENSMUSG00000041258	Zfp236	ENSMUST00000182122.8	cds	92	5541	137
ENSMUSG00000041261	Car8	ENSMUST00000066674.8	3utr	24	2893	15
ENSMUSG00000041261	Car8	ENSMUST00000066674.8	5utr	0	87	1
ENSMUSG00000041261	Car8	ENSMUST00000066674.8	cds	74	873	13
ENSMUSG00000041263	Rusc1	ENSMUST00000090929.12	3utr	7	504	7
ENSMUSG00000041263	Rusc1	ENSMUST00000090929.12	5utr	0	112	0
ENSMUSG00000041263	Rusc1	ENSMUST00000090929.12	cds	74	3090	38
ENSMUSG00000041264	Uspl1	ENSMUST00000122160.8	3utr	22	172	57
ENSMUSG00000041264	Uspl1	ENSMUST00000122160.8	5utr	49	388	78
ENSMUSG00000041264	Uspl1	ENSMUST00000122160.8	cds	903	3267	546
ENSMUSG00000041268	Dmxl2	ENSMUST00000127880.8	5utr	39	356	10
ENSMUSG00000041268	Dmxl2	ENSMUST00000127880.8	cds	202	3932	133
ENSMUSG00000041272	Tox	ENSMUST00000039987.4	3utr	0	2075	1
ENSMUSG00000041272	Tox	ENSMUST00000039987.4	5utr	0	308	0
ENSMUSG00000041272	Tox	ENSMUST00000039987.4	cds	0	1578	0
ENSMUSG00000041278	Ttc1	ENSMUST00000048578.3	3utr	187	468	105
ENSMUSG00000041278	Ttc1	ENSMUST00000048578.3	5utr	11	94	20
ENSMUSG00000041278	Ttc1	ENSMUST00000048578.3	cds	672	876	198
ENSMUSG00000041287	Sox15	ENSMUST00000047373.6	3utr	0	109	13
ENSMUSG00000041287	Sox15	ENSMUST00000047373.6	5utr	0	59	3
ENSMUSG00000041287	Sox15	ENSMUST00000047373.6	cds	41	693	62
ENSMUSG00000041293	Adgrf1	ENSMUST00000047399.6	3utr	0	822	1
ENSMUSG00000041293	Adgrf1	ENSMUST00000047399.6	5utr	0	307	0
ENSMUSG00000041293	Adgrf1	ENSMUST00000047399.6	cds	0	2724	3
ENSMUSG00000041297	Cdk13	ENSMUST00000042365.9	3utr	64	669	25
ENSMUSG00000041297	Cdk13	ENSMUST00000042365.9	cds	729	4533	396
ENSMUSG00000041298	Katnal1	ENSMUST00000047257.15	3utr	16	4557	10
ENSMUSG00000041298	Katnal1	ENSMUST00000047257.15	5utr	0	136	1
ENSMUSG00000041298	Katnal1	ENSMUST00000047257.15	cds	18	1464	8
ENSMUSG00000041301	Cftr	ENSMUST00000045706.12	3utr	4	1738	0
ENSMUSG00000041301	Cftr	ENSMUST00000045706.12	5utr	0	137	0
ENSMUSG00000041301	Cftr	ENSMUST00000045706.12	cds	20	4428	0
ENSMUSG00000041303	Gtf3c3	ENSMUST00000041638.8	3utr	372	1879	142
ENSMUSG00000041303	Gtf3c3	ENSMUST00000041638.8	5utr	0	57	8
ENSMUSG00000041303	Gtf3c3	ENSMUST00000041638.8	cds	718	2646	468
ENSMUSG00000041308	Sntb2	ENSMUST00000212524.2	3utr	653	8333	286
ENSMUSG00000041308	Sntb2	ENSMUST00000212524.2	5utr	0	52	2
ENSMUSG00000041308	Sntb2	ENSMUST00000212524.2	cds	177	1560	121
ENSMUSG00000041309	Nkx6-2	ENSMUST00000106095.3	3utr	0	217	0
ENSMUSG00000041309	Nkx6-2	ENSMUST00000106095.3	5utr	0	251	5
ENSMUSG00000041309	Nkx6-2	ENSMUST00000106095.3	cds	10	831	17
ENSMUSG00000041313	Slc7a1	ENSMUST00000048116.15	3utr	4386	5033	374
ENSMUSG00000041313	Slc7a1	ENSMUST00000048116.15	5utr	12	280	49
ENSMUSG00000041313	Slc7a1	ENSMUST00000048116.15	cds	2401	1866	313
ENSMUSG00000041319	Thoc6	ENSMUST00000047436.11	3utr	138	191	31
ENSMUSG00000041319	Thoc6	ENSMUST00000047436.11	5utr	6	290	79
ENSMUSG00000041319	Thoc6	ENSMUST00000047436.11	cds	64	1023	301
ENSMUSG00000041323	Ak7	ENSMUST00000040876.7	3utr	4	741	21
ENSMUSG00000041323	Ak7	ENSMUST00000040876.7	5utr	0	189	0
ENSMUSG00000041323	Ak7	ENSMUST00000040876.7	cds	107	2169	62
ENSMUSG00000041324	Inhba	ENSMUST00000042603.14	3utr	3	4495	0
ENSMUSG00000041324	Inhba	ENSMUST00000042603.14	5utr	0	623	0
ENSMUSG00000041324	Inhba	ENSMUST00000042603.14	cds	0	1272	0
ENSMUSG00000041328	Pcf11	ENSMUST00000119954.9	3utr	203	1022	44
ENSMUSG00000041328	Pcf11	ENSMUST00000119954.9	5utr	7	314	16
ENSMUSG00000041328	Pcf11	ENSMUST00000119954.9	cds	1687	4659	459
ENSMUSG00000041329	Atp1b2	ENSMUST00000047889.13	3utr	308	1515	78
ENSMUSG00000041329	Atp1b2	ENSMUST00000047889.13	5utr	28	457	24
ENSMUSG00000041329	Atp1b2	ENSMUST00000047889.13	cds	119	870	84
ENSMUSG00000041333	Mup4	ENSMUST00000075973.3	3utr	0	277	1
ENSMUSG00000041333	Mup4	ENSMUST00000075973.3	5utr	0	111	245
ENSMUSG00000041333	Mup4	ENSMUST00000075973.3	cds	0	534	1
ENSMUSG00000041341	Atg2b	ENSMUST00000041055.9	3utr	121	940	63
ENSMUSG00000041341	Atg2b	ENSMUST00000041055.9	5utr	0	381	25
ENSMUSG00000041341	Atg2b	ENSMUST00000041055.9	cds	578	6225	622
ENSMUSG00000041343	Ankrd42	ENSMUST00000118157.8	3utr	0	279	0
ENSMUSG00000041343	Ankrd42	ENSMUST00000118157.8	5utr	0	955	3
ENSMUSG00000041343	Ankrd42	ENSMUST00000118157.8	cds	23	1548	11
ENSMUSG00000041346	Wrap53	ENSMUST00000048139.12	3utr	0	23	2
ENSMUSG00000041346	Wrap53	ENSMUST00000048139.12	5utr	55	272	46
ENSMUSG00000041346	Wrap53	ENSMUST00000048139.12	cds	101	1596	387
ENSMUSG00000041347	Bdkrb1	ENSMUST00000041229.5	3utr	0	250	0
ENSMUSG00000041347	Bdkrb1	ENSMUST00000041229.5	5utr	0	86	0
ENSMUSG00000041347	Bdkrb1	ENSMUST00000041229.5	cds	0	1002	1
ENSMUSG00000041351	Rap1gap	ENSMUST00000097837.11	3utr	26	1022	31
ENSMUSG00000041351	Rap1gap	ENSMUST00000097837.11	5utr	0	64	0
ENSMUSG00000041351	Rap1gap	ENSMUST00000097837.11	cds	27	2082	90
ENSMUSG00000041353	Tmem29	ENSMUST00000059256.8	3utr	0	409	0
ENSMUSG00000041353	Tmem29	ENSMUST00000059256.8	5utr	0	381	5
ENSMUSG00000041353	Tmem29	ENSMUST00000059256.8	cds	0	612	0
ENSMUSG00000041354	Rgl2	ENSMUST00000047503.16	3utr	14	414	50
ENSMUSG00000041354	Rgl2	ENSMUST00000047503.16	5utr	5	504	7
