Geneid	Chr	Start	End	Strand	Length	CLIP-35L33G.bam	RNA-control.bam	RNA-siLin28a.bam	RNA-siLuc.bam	RPF-siLin28a.bam	RPF-siLuc.bam	gene_name	gene_type	CPM_CLIP	CPM_RNA_control	CPM_RNA_siLin28a	CPM_RNA_siLuc	CPM_RPF_siLin28a	CPM_RPF_siLuc	CLIP_enrichment	RNA_log2FC	RPF_log2FC	TE_log2FC	library_size_normalized	pseudocount_cpm	is_protein_coding	is_non_histone	pass_rna_count_filter	pass_rpf_count_filter	pass_finite_metric_filter	pass_base_filter	CLIP_group	is_top20_clip
ENSMUSG00000025525.13	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	111221031;111221045;111221063;111243498;111243498;111255935;111255935;111255935;111259498;111259498;111260997;111260997;111263858;111263858;111273854;111274159;111274159;111281891;111281891	111221133;111221133;111221133;111243602;111243602;111258181;111256054;111256054;111259552;111259552;111261095;111261095;111263949;111263949;111273967;111274267;111274267;111282127;111282452	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3486	119	57	175	184	154	226	Apool	protein_coding	8.7301357	10.959776	14.1835	18.874143	14.40038	17.475643	-0.32481471	-0.40968514	-0.27748676	0.13219838	True	0.1	True	True	True	True	True	True	20-50%	False
ENSMUSG00000025531.15	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	111950290;111950292;111952871;111957033;111957033;111957033;111962759;111962759;111972228;111974544;111974544;111974544;111979276;111979276;111979276;111981614;111981614;111981614;111989835;111989835;111989835;112019873;112019873;112019873;112021626;112021626;112021626;112022246;112022246;112025713;112025713;112025713;112025986;112049033;112049033;112049033;112050411;112050411;112050411;112050411;112069201;112069201;112069201;112069201;112095138;112095138;112095138;112095138	111953332;111953332;111953332;111957193;111957276;111957193;111962857;111962857;111974056;111974640;111974640;111974640;111979339;111979339;111979339;111981718;111981718;111981718;111989912;111989912;111989912;112020098;112020098;112020098;112021746;112021746;112021746;112022362;112022362;112026127;112026127;112026127;112026123;112049157;112049157;112049157;112050483;112050483;112050483;112050483;112069267;112069267;112069267;112069267;112095206;112095206;112095214;112095214	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6780	307	115	396	296	96	127	Chm	protein_coding	22.522283	22.11183	32.095235	30.362752	8.9768605	9.8203836	0.026416286	0.079800924	-0.12820253	-0.20800346	True	0.1	True	True	True	True	True	True	20-50%	False
ENSMUSG00000034480.19	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	128650491;128650491;128650545;128650554;128650573;128650725;128702144;128702144;128704762;128704762;128704762;128704762;128704762;128721988;128721988;128721988;128721988;128721988;128726676;128726676;128726676;128803649;128803649;128803649;128803649;128803649;128839994;128839994;128839994;128839994;128839994;128840152;128840152;128840152;128840152;128840152;128843648;128843648;128843648;128843648;128843648;128844592;128844592;128844592;128844592;128844592;128853422;128853422;128853422;128853422;128853422;128856643;128856643;128856643;128856643;128856643;128857992;128857992;128857992;128857992;128857992;128860793;128860793;128860793;128860793;128860793;128863669;128863669;128863669;128863669;128863669;128867275;128867275;128867275;128867275;128867275;128872028;128872028;128872028;128872028;128872028;128873244;128873244;128873244;128873244;128873244;128873282;128942397;128948074;128948074;128948074;128948074;128948074;128951116;128951116;128951116;128951116;128951116;128974571;128974571;128974571;128974571;128974571;128989276;128989276;128989276;128989276;128989276;129010001;129010001;129010001;129010001;129010001;129079685;129079685;129079685;129079685;129079685;129159826;129159826;129159826;129159828;129190603;129190603;129190603;129190603;129190603;129228715;129228715;129228715;129228715;129228715;129361620;129361620;129361620	128650865;128650865;128650865;128650865;128650865;128650865;128702176;128702176;128704938;128704938;128704938;128704938;128704938;128722092;128722092;128722092;128722092;128722092;128726696;128726696;128726696;128803788;128803788;128803788;128803788;128803788;128840068;128840068;128840068;128840068;128840068;128840221;128840221;128840221;128840221;128840221;128843784;128843784;128843784;128843784;128843784;128844700;128844700;128844700;128844700;128844700;128853532;128853532;128853532;128853532;128853532;128856761;128856761;128856761;128856761;128856761;128858108;128858108;128858108;128858108;128858108;128860911;128860911;128860911;128860911;128860911;128863733;128863733;128863733;128863733;128863733;128867379;128867379;128867379;128867379;128867379;128872342;128872342;128872342;128872342;128872342;128873358;128873358;128873358;128873358;128873358;128873358;128943279;128948175;128948175;128948175;128948175;128948175;128951210;128951210;128951210;128951210;128951210;128974672;128974672;128974672;128974672;128974672;128989515;128989515;128989515;128989515;128989515;129010130;129010130;129010130;129010130;129010130;129079809;129079809;129079809;129079811;129081220;129159990;129159990;129159990;129159990;129190738;129190738;129190738;129190738;129190738;129228810;129229279;129228810;129229606;129228810;129366583;129361946;129366580	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	11553	751	92	349	271	71	128	Diaph2	protein_coding	55.095226	17.689464	28.285952	27.79833	6.6391364	9.8977095	1.6335205	0.02499837	-0.56903388	-0.59403225	True	0.1	True	True	True	True	True	True	top 5%	True
ENSMUSG00000031256.12	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	132959936;132959946;132959964;132960060;132960083;132960083;132961393;132961393;132961393;132961393;132961694;132961694;132961694;132961694;132961694;132961694;132962443;132962443;132962443;132962443;132962443;132963117;132963117;132963117;132963117;132963117;132963146;132963347;132963347;132963347;132963347;132963347;132963347;132967010;132967010;132967010;132967010;132967010;132967010;132970594;132970594;132970594;132970594;132970594;132970594;132973164;132973164;132973427;132973885;132973885;132973885;132973963;132973963;132974875;132974875;132974875;132974875;132974875;132974875;132975262;132975262;132975262;132975262;132981076;132981076;132981076;132981940;132981940;132981940;132984981;132984981;132984981	132960171;132960171;132960171;132960171;132960171;132960171;132961471;132961471;132961471;132961471;132961863;132962245;132961863;132961863;132961863;132961863;132962579;132962579;132962579;132962579;132962579;132963236;132963236;132963236;132963236;132963236;132963236;132963484;132963484;132963382;132963484;132963484;132963484;132967133;132967133;132967133;132967133;132967133;132967133;132970656;132970656;132974026;132970656;132970656;132970656;132973223;132973223;132973513;132974026;132974026;132974026;132974026;132974026;132975059;132975022;132975059;132975059;132975059;132975059;132975554;132976612;132975554;132975554;132981186;132981186;132981186;132982065;132982065;132982065;132987568;132987568;132986795	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9180	1059	532	1255	1208	461	882	Cstf2	protein_coding	77.690872	102.29125	101.71596	123.91285	43.107632	68.201404	-0.39641961	-0.28452591	-0.66062908	-0.37610317	True	0.1	True	True	True	True	True	True	20-50%	False
ENSMUSG00000031262.13	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	133208833;133208904;133208948;133209315;133209315;133209476;133209476;133209476;133210890;133210890;133210890;133212740;133212740;133212747;133218360;133218360;133218360;133218774;133218774;133218774;133225510;133225510;133225510;133225840;133225840;133225840;133236834;133236834;133236834;133237260;133237260;133237260;133237959;133237959;133237959;133238352;133238352;133238352;133239503;133239503;133239503;133240583;133240583;133240583;133241097;133241097;133241097;133243825;133243825;133243825;133247572;133247974;133247974;133249909;133249909;133249909;133251816;133251816;133251816;133251994;133251994;133251994;133261964;133261964;133261964;133262632;133262632;133262632	133208977;133208977;133209046;133209382;133209382;133209596;133209596;133209596;133210999;133211121;133211121;133212877;133212877;133212877;133218478;133218478;133218478;133218881;133218881;133218881;133225558;133225558;133225558;133225886;133225886;133225886;133236923;133236923;133236923;133237388;133237388;133237388;133238120;133238120;133238120;133238472;133238472;133238472;133239594;133239594;133239594;133240700;133240700;133240700;133241161;133241161;133241161;133245902;133243919;133243919;133248109;133248109;133248109;133250033;133250033;133250033;133251864;133251864;133251864;133252212;133252212;133252212;133262005;133262005;133262005;133263386;133263385;133263388	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5681	392	258	608	449	191	326	Cenpi	protein_coding	28.758094	49.607409	49.277533	46.057012	17.860212	25.208229	-0.78448489	0.097304925	-0.49480217	-0.5921071	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000079435.10	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	133486403;133486438;133486439;133486450;133486827;133486827;133486839;133487260;133487260;133487260;133487261;133487261;133487830;133488200;133488200;133488200;133488200;133488686;133488686;133488686;133488686;133488686	133486468;133486932;133486468;133486932;133486932;133486932;133486932;133487765;133487327;133487327;133487327;133487327;133488322;133488322;133488322;133488322;133488322;133488782;133488745;133488811;133488811;133488805	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1655	385	465	1089	702	520	573	Rpl36a	protein_coding	28.244557	89.408703	88.261897	72.008959	48.624661	44.307715	-1.6589562	0.29324589	0.1338418	-0.15940409	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000031266.8	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	133488898;133488935;133491695;133491695;133492814;133492814;133494383;133494383;133495929;133495929;133496038;133497024;133497024;133497024;133500957;133501487;133501487	133490876;133490876;133491892;133491892;133492975;133492975;133494474;133494474;133496106;133496106;133496106;133497198;133497198;133497198;133501049;133501754;133501874	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3265	479	121	221	243	463	491	Gla	protein_coding	35.14063	23.26549	17.911735	24.926178	43.29465	37.966995	0.59286041	-0.47450083	0.1889765	0.66347733	True	0.1	True	True	True	True	True	True	5-20%	True
ENSMUSG00000045427.14	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	133501928;133501974;133502007;133502020;133502035;133503441;133503441;133503441;133503449;133503667;133503667;133503667;133505604;133505604;133505604;133505604	133502082;133502082;133502082;133502082;133502082;133503511;133503511;133503511;133503511;133503711;133503711;133507507;133507133;133507803;133507809;133507803	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4369	474	271	632	733	103	340	Hnrnph2	protein_coding	34.773818	52.107007	51.222699	75.188841	9.6314232	26.290791	-0.58209915	-0.55283902	-1.4393119	-0.88647284	True	0.1	True	True	True	True	True	True	20-50%	False
ENSMUSG00000049804.10	chrX;chrX;chrX;chrX;chrX;chrX	133587268;133587897;133588766;133589199;133589569;133589966	133587386;133587974;133588855;133589281;133589653;133597506	+;+;+;+;+;+	7996	4299	483	1366	1110	629	629	Armcx4	protein_coding	315.38532	92.869685	110.71235	113.86032	58.817138	48.637963	1.7627406	-0.040412862	0.27364139	0.31405425	True	0.1	True	True	True	True	True	True	top 5%	True
ENSMUSG00000033460.15	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	133618712;133618719;133618737;133618737;133618738;133618752;133618752;133618762;133618769;133619119;133619119;133619119;133619119;133619119;133619405;133619475;133619475;133619475;133619475;133619669;133619669;133619669;133619669;133619669;133619669;133619669;133619669;133619669;133620006;133620144;133620376;133620376;133620376;133620376;133620376;133620376;133620783;133620783;133620783;133620783;133620783;133620783;133620783	133618799;133618799;133618799;133618799;133618799;133618799;133618799;133618799;133618799;133619210;133619210;133619210;133619210;133619567;133619567;133619567;133619567;133619567;133619567;133619741;133619741;133619777;133619741;133619741;133620062;133619857;133619857;133619741;133620474;133620252;133620474;133620474;133620474;133620474;133620474;133620474;133622666;133621264;133622657;133622666;133622659;133622657;133622666	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3227	318	140	480	566	132	179	Armcx1	protein_coding	23.32927	26.918749	38.903316	58.058505	12.343183	13.841328	-0.20564887	-0.57639342	-0.16401241	0.41238101	True	0.1	True	True	True	True	True	True	20-50%	False
ENSMUSG00000033436.14	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	133704894;133704896;133704896;133704896;133707234;133708009;133708011;133708011;133708011;133708011;133708203;133708203;133708203;133708203;133708203;133708370;133708370;133708370;133708636;133708984;133708984;133708984;133709668;133709668;133709668;133709668	133707762;133707762;133707762;133707762;133708076;133708076;133708076;133708076;133708076;133708076;133708260;133708262;133708474;133708262;133708274;133708691;133708474;133708474;133709248;133709248;133709191;133709248;133709710;133709970;133709970;133709745	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4532	668	392	1008	699	386	458	Armcx2	protein_coding	49.00614	75.372498	81.696963	71.701228	36.09446	35.415242	-0.6200476	0.18803875	0.027330576	-0.16070818	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000043384.16	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	134643482;134643482;134643482;134643482;134643484;134644191;134644312;134644312;134645248;134645248;134645248;134645248;134645248;134649405;134649405;134649405;134649405;134649405;134652694;134652694;134652694;134652694;134652694;134662478;134679655;134696891;134697698;134698302;134698302;134698302;134698337;134698537;134698537;134698537;134698537;134698772;134698772;134698772;134698772;134699140;134699140;134699140;134699140;134699497;134699497;134699497;134699497	134643727;134643727;134643727;134643727;134643727;134644271;134644363;134644363;134645324;134645324;134645324;134645324;134645324;134649531;134649531;134649531;134649531;134649531;134652725;134652766;134652766;134652766;134652766;134662739;134681535;134697085;134697786;134698378;134698378;134698378;134698378;134698613;134698613;134698613;134698613;134698843;134698843;134698843;134698843;134699222;134699222;134699222;134699222;134704215;134704223;134704223;134704223	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8119	1458	776	2044	1476	75	165	Gprasp1	protein_coding	106.9625	149.20678	165.66329	151.40345	7.0131722	12.758766	-0.4798264	0.12977384	-0.85418721	-0.98396105	True	0.1	True	True	True	True	True	True	20-50%	False
ENSMUSG00000072964.15	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	134698343;134741368;134741602;134741970;134742327;134746604;134749427;134786098;134786600;134786602;134786602;134786732;134787594;134787594;134787594;134787594;134788010;134788010;134788010;134788010;134788010;134789121;134789121;134789121;134789121;134789500;134789500;134789500;134789500	134698378;134741439;134741673;134742052;134742475;134746702;134749488;134787675;134786836;134786846;134786836;134786836;134787675;134787675;134787675;134787675;134788219;134788066;134788066;134788066;134788066;134789228;134789228;134789228;134789228;134791830;134790075;134791827;134791613	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4800	644	194	558	421	66	184	Bhlhb9	protein_coding	47.24544	37.301695	45.225104	43.18486	6.1715916	14.227957	0.34012183	0.066447853	-1.1919294	-1.2583773	True	0.1	True	True	True	True	True	True	20-50%	False
ENSMUSG00000042750.8	chrX;chrX;chrX	134967313;134968349;134968800	134967956;134968421;134968985	-;-;-	903	355	130	369	274	202	271	Bex2	protein_coding	26.043682	24.995981	29.906924	28.106061	18.888811	20.955307	0.059005987	0.089290232	-0.14903436	-0.23832459	True	0.1	True	True	True	True	True	True	20-50%	False
ENSMUSG00000047844.4	chrX;chrX;chrX	135039745;135040272;135040604	135039915;135040348;135041192	+;+;+	837	212	197	633	475	246	313	Bex4	protein_coding	15.552847	37.878526	51.303747	48.72401	23.003205	24.202993	-1.2787588	0.074282731	-0.073040983	-0.14732371	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000051579.11	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	135069733;135070830;135071634;135071738;135072169;135072169;135072169;135072385;135072385;135072385;135072881;135072881;135072881;135072881	135071798;135071798;135071798;135071798;135072270;135072454;135072270;135072454;135072454;135072454;135072965;135072950;135073000;135073091	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2563	361	139	400	456	296	549	Tceal8	protein_coding	26.483857	26.726472	32.41943	46.77505	27.678653	42.451895	-0.013106914	-0.52751828	-0.61524672	-0.087728442	True	0.1	True	True	True	True	True	True	20-50%	False
ENSMUSG00000050071.9	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	135114721;135114722;135114762;135115293;135115653;135115695;135116086;135116086;135116086;135116086	135115332;135115332;135115332;135115729;135115729;135115729;135116129;135116233;135116262;135116192	-;-;-;-;-;-;-;-;-;-	1186	2418	556	1880	1599	699	888	Bex1	protein_coding	177.39049	106.90589	152.37132	164.02041	65.362765	68.66536	0.73005151	-0.10621674	-0.071007449	0.03520929	True	0.1	True	True	True	True	True	True	5-20%	True
ENSMUSG00000042712.11	chrX;chrX;chrX;chrX;chrX	135145828;135146432;135146450;135147085;135147085	135145976;135146515;135146515;135147888;135147888	+;+;+;+;+	1037	595	213	592	560	448	712	Tceal9	protein_coding	43.650679	40.954954	47.980756	57.443044	41.892015	55.056009	0.091749071	-0.25918196	-0.39340304	-0.13422107	True	0.1	True	True	True	True	True	True	20-50%	False
ENSMUSG00000046432.13	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	135171002;135171010;135171054;135171524;135171559;135171559;135171559;135172012;135172012;135172017;135172058	135171150;135171150;135171150;135171631;135171631;135171631;135171631;135172669;135172727;135172727;135172713	+;+;+;+;+;+;+;+;+;+;+	973	2123	603	1172	733	876	1160	Bex3	protein_coding	155.74856	115.9429	94.988929	75.188841	81.913852	89.697992	0.42548655	0.33684132	-0.1308156	-0.46765691	True	0.1	True	True	True	True	True	True	5-20%	True
ENSMUSG00000031422.17	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	135633691;135633691;135633702;135633702;135633702;135633702;135633702;135634584;135634613;135634703;135635023;135635049;135635051;135635179;135636295;135636295;135636295;135636295;135636295;135636295;135636295;135636295;135636347;135640554;135640554;135640554;135640554;135640554;135640554;135640554;135640554;135640554;135640554;135640554;135640554;135640554;135641695;135641695;135641695;135641959;135641959;135641959;135641959;135642142;135643573;135643573;135643573;135643573;135644342;135644342	135635250;135635250;135635250;135635250;135635250;135635250;135635250;135635250;135635250;135635250;135635250;135635250;135635250;135635250;135636371;135636371;135636371;135636371;135636371;135636371;135636371;135636371;135636371;135640643;135640643;135641232;135641236;135640643;135640643;135640643;135640643;135640643;135640643;135640643;135640643;135640643;135641868;135641904;135641904;135642025;135642098;135642101;135642101;135642410;135643638;135643667;135643610;135643667;135644435;135644439	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3135	1334	1072	2319	1965	734	1735	Morf4l2	protein_coding	97.865555	206.12071	187.95164	201.56354	68.635579	134.16036	-1.0738427	-0.10082135	-0.96590444	-0.86508309	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000042515.14	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	138110791;138110791;138110793;138110857;138111488;138111488;138111488;138111488;138112108;138112108;138113840;138113840;138113840;138113840;138117915;138117915;138117915;138117915;138118897;138118897;138132035;138132035;138132035;138132035;138132035;138132035;138132035;138134428;138134428;138134428;138134428;138134428;138134428;138134428;138135248;138135248;138135248;138135248;138135248;138135248;138135248	138110966;138110966;138110966;138110966;138111555;138111555;138111555;138111555;138112184;138112184;138114034;138113987;138113987;138113987;138117963;138117963;138117963;138117963;138119057;138119057;138132163;138132163;138132163;138132163;138132163;138132163;138132163;138134594;138134594;138134594;138134594;138134594;138134594;138134594;138139084;138139084;138135790;138135551;138139084;138139082;138135724	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4859	139	37	113	76	60	136	Pwwp3b	protein_coding	10.197385	7.1142409	9.1584889	7.7958417	5.6105378	10.516316	0.51335858	0.22968368	-0.89458474	-1.1242684	True	0.1	True	True	True	True	True	True	5-20%	True
ENSMUSG00000051257.4	chrX;chrX;chrX	138234432;138237571;138238695	138235156;138237799;138238918	+;+;+	1178	5820	525	1138	1030	1676	1904	Trap1a	protein_coding	426.96966	100.94531	92.233277	105.65417	156.72102	147.22843	2.0794691	-0.19579195	0.090083127	0.28587508	True	0.1	True	True	True	True	True	True	top 5%	True
ENSMUSG00000072944.12	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	138907554;138922770;138922811;138925978;138925978;138928317;138928317;138928358;138928588;138928588;138928588;138928887;138928887;138928887;138928958;138935507;138935507;138935507;138935507;138935539;138939799;138939799;138939799;138939799;138939799;138961524;138962997;138963162;138963162;138963308;138963308	138908615;138922836;138922836;138926089;138926089;138928451;138928451;138928451;138928637;138928637;138928637;138929037;138929037;138929037;138929037;138935663;138935663;138935663;138935663;138935663;138939904;138939904;138939904;138939904;138939904;138961571;138963042;138963300;138963317;138963329;138963461	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2234	243	149	424	361	464	706	Nup62cl	protein_coding	17.827084	28.64924	34.364595	37.030248	43.388159	54.592054	-0.681383	-0.10747987	-0.33070861	-0.22322874	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000031432.4	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	139357362;139357362;139365980;139365980;139368421;139369584;139372746;139374528;139375918	139357612;139357612;139366163;139366191;139368519;139369708;139372919;139374687;139376889	+;+;+;+;+;+;+;+;+	1993	890	612	1096	1252	204	539	Prps1	protein_coding	65.292612	117.67339	88.829237	128.42623	19.075828	41.678636	-0.84881405	-0.53133315	-1.1234765	-0.59214334	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000031429.15	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	139849178;139849178;139852896;139852975;139853154;139853154;139854549;139854549;139857303;139857303	139850058;139850058;139853062;139853062;139853300;139853300;139854647;139854647;139857477;139857438	-;-;-;-;-;-;-;-;-;-	1469	283	140	246	260	174	298	Psmd10	protein_coding	20.761583	26.918749	19.937949	26.669985	16.27056	23.043105	-0.37311223	-0.41788145	-0.49947879	-0.081597344	True	0.1	True	True	True	True	True	True	20-50%	False
