gene_id	gene_id_base	featurecounts_gene_length	CLIP-35L33G.bam	RNA-control.bam	RNA-siLin28a.bam	RNA-siLuc.bam	RPF-siLin28a.bam	RPF-siLuc.bam	CLIP-35L33G_raw	CLIP-35L33G_cpm	RNA-control_raw	RNA-control_cpm	RNA-siLin28a_raw	RNA-siLin28a_cpm	RNA-siLuc_raw	RNA-siLuc_cpm	RPF-siLin28a_raw	RPF-siLin28a_cpm	RPF-siLuc_raw	RPF-siLuc_cpm	total_CLIP_enrichment_featureCounts	delta_rd	rna_expression_cpm	log_rna_expression	log_featurecounts_gene_length	response_eligible	baseline_eligible	gene_name	transcript_id	clip_points_3utr	clip_points_5utr	clip_points_cds	rna_control_reads_3utr	rna_control_reads_5utr	rna_control_reads_cds	region_length_3utr	region_length_5utr	region_length_cds	chrom	strand	transcript_length	cds_length	utr_length	clip_points_5utr_cpm	rna_control_reads_5utr_cpm	E_5utr	clip_points_cds_cpm	rna_control_reads_cds_cpm	E_cds	clip_points_3utr_cpm	rna_control_reads_3utr_cpm	E_3utr	clip_points_total	rna_control_total	clip_points_total_cpm	rna_control_total_cpm	total_CLIP_amount_point	f_5utr	raw_f_5utr	f_cds	raw_f_cds	f_3utr	raw_f_3utr	has_all_regions	composition_eligible	log_transcript_length	pred_M1	pred_M2
ENSMUSG00000006931.16	ENSMUSG00000006931	2178	336	107	173	159	255	254	336.0	24.6497950068759	107.0	20.573615472589406	173.0	14.021403307430209	159.0	16.309721404314196	255.0	23.844785594233564	254.0	19.64076727353287	0.25962586167690666	0.4952007356112377	16.968246728111268	4.093242965404846	11.089450481115907	True	True	P3h4	ENSMUST00000066489.13	97	0	223	33	5	85	669	180	1329	chr11	-	2178	1329	849	0.0	0.6247480703406352	0.13797898068635012	11.860391175911515	10.620717195790798	1.1156334933083993	5.159004233468237	4.1233372642481925	1.2452247841978603	320	123	17.01939540937975	15.368802530379623	0.14627023292355168	0.055217273647564104	0.0	0.44646104489226673	0.696875	0.49832168146016925	0.303125	True	True	11.089450481115907	0.16693529473784713	0.1382376253133737
ENSMUSG00000020917.18	ENSMUSG00000020917	5279	3220	5501	10648	9521	1015	4238	3220.0	236.22720214922737	5501.0	1057.7145674272367	10648.0	863.0052162862246	9521.0	976.6343238394684	1015.0	94.91159756136105	4238.0	327.70697521744995	-2.162229144736659	-1.6082412665857868	965.7847025176433	9.915707174867283	12.366322214245816	True	True	Acly	ENSMUST00000007131.16	384	53	2705	966	120	5783	891	229	3273	chr11	-	4393	3273	1120	2.8188373646785214	14.993953688175244	0.19337791972723278	143.8670768199132	722.5836181559786	0.19921176183191192	20.4232744912557	120.70132718981071	0.16989278982844477	3142	6869	167.10918867584743	858.2788990339645	-2.3599604814328043	0.34379368169498387	0.016868236791852325	0.35416527974725315	0.8609166136218969	0.3020410385577631	0.12221514958625079	True	True	12.101319154423276	-0.9990216819103891	-1.0002803641275442
ENSMUSG00000014195.17	ENSMUSG00000014195	8726	4160	1290	3462	3307	1148	2435	4160.0	305.18793818036823	1290.0	248.0370463517788	3462.0	280.59016329666696	3307.0	339.2216898368997	1148.0	107.34828965560835	2435.0	188.28845791752966	0.2990334475748482	-0.5363929132096749	289.2829664951152	8.176836195002181	13.091270081821463	True	True	Dnajc7	ENSMUST00000014339.15	624	4	3587	220	28	1608	284	564	1482	chr11	-	2330	1482	848	0.2127424426172469	3.4985891939075566	0.08690695874558915	190.77678541701616	200.91897942154824	0.9495460874703611	33.18782104829051	27.488915094987945	1.2065650618620332	4215	1856	224.17734890792389	231.90648371044375	-0.04888120232632972	0.03874554486769558	0.0009489916963226571	0.42333411578385177	0.8510083036773428	0.5379203393484527	0.1480427046263345	True	True	11.186733289128867	-0.24271314568160945	-0.2569278970515506
ENSMUSG00000017837.13	ENSMUSG00000017837	3578	371	201	384	360	170	175	371.0	27.217481986758806	201.0	38.64763280364926	384.0	31.122652428053183	360.0	36.92767110410762	170.0	15.896523729489042	175.0	13.532024696331701	-0.5042836669310845	0.47676927691276566	35.56598544527002	5.156476930424393	11.805340828416384	True	True	Nkiras2	ENSMUST00000017981.10	117	5	212	143	17	95	1377	147	573	chr11	+	2097	573	1524	0.2659280532715586	2.1241434391581597	0.16452538394289115	11.275349458714086	11.870213336472068	0.9503046553109049	6.222716446554472	17.867794811742165	0.35189162124795087	334	255	17.763993958540112	31.862151587372388	-0.8393098606751584	0.11217219215717392	0.014970059880239521	0.6479106983296461	0.6347305389221557	0.23991710951318004	0.3502994011976048	True	True	11.034798962577268	-0.12394863933425043	-0.20957982797828578
ENSMUSG00000020918.15	ENSMUSG00000020918	3480	727	842	2592	1584	1184	1571	727.0	53.33452669642493	842.0	161.89704885906804	2592.0	210.07790388935896	1584.0	162.48175285807352	1184.0	110.71461232773545	1571.0	121.47891884535485	-1.6001233863071065	-0.5041906212690341	178.15223520216682	7.47777635729866	11.765286098723683	True	True	Kat2a	ENSMUST00000103118.4	45	0	621	94	7	944	495	61	2490	chr11	-	3046	2490	556	0.0	0.8746472984768892	0.10260121805731472	33.02826421632758	117.95243568031191	0.28062330120862145	2.3933524794440273	11.74526372240394	0.2104936232637979	666	1045	35.421616695771604	130.57234670119274	-1.8791847160158253	0.17281132360238824	0.0	0.4726540779315457	0.9324324324324325	0.35453459846606616	0.06756756756756757	True	True	11.573173784686485	-0.6153935386298653	-0.6544348267105069
ENSMUSG00000019173.12	ENSMUSG00000019173	2194	376	895	2062	1417	683	1021	376.0	27.584294412456366	895.0	172.08771820530393	2062.0	167.12215965272307	1417.0	145.35141654033472	683.0	63.8666218073001	1021.0	78.94969837116952	-2.6368425843549685	-0.5066693575880479	161.52043146612058	7.336465779644282	11.10000522442272	True	True	Rab5c	ENSMUST00000107364.8	114	17	240	435	76	480	1041	226	648	chr11	-	1915	648	1267	0.9041553811232993	9.496170669177653	0.1046412590752047	12.764546557034812	59.97581475270098	0.21413852829114446	6.063159614591536	54.35308211963525	0.11318293427451666	371	991	19.73186155274965	123.82506754151387	-2.6435760349482025	0.2422460407641462	0.04582210242587601	0.4957338158202907	0.6469002695417789	0.2620201434155632	0.30727762803234504	True	True	10.90388184573618	-0.6726717028927984	-0.7202303947240368
ENSMUSG00000004040.17	ENSMUSG00000004040	9527	1167	1271	2981	2266	711	1505	1167.0	85.61402015781005	1271.0	244.38378752954335	2981.0	241.6057991875691	2266.0	232.43917422752185	711.0	66.48487277451005	1505.0	116.37541238845262	-1.5121356898543843	-0.8625373909391424	239.47625364821144	7.904341107743911	13.217957697864113	True	True	Stat3	ENSMUST00000127638.8	411	25	660	442	76	1083	1898	308	2310	chr11	-	4516	2310	2206	1.3296402663577929	9.496170669177653	0.14898028762136495	35.102503031845735	135.32043203578158	0.2599497173553864	21.859285978922117	55.22772941811215	0.39689476162984383	1096	1601	58.29142927712565	200.04433212307137	-1.777212230432412	0.18487926134205968	0.02281021897810219	0.3225883940624702	0.6021897810218978	0.49253234459547013	0.375	True	True	12.141149198437516	-0.7075341849024869	-0.7051938039439042
ENSMUSG00000019302.17	ENSMUSG00000019302	6556	965	266	739	484	495	536	965.0	70.7947981596287	266.0	51.14562351129703	739.0	59.8948962091961	484.0	49.647202262189126	495.0	46.28693674174751	536.0	41.446658498478804	0.4682509743747325	-0.11123825429177496	53.56257399422742	5.745844351864563	12.678820179524028	True	True	Atp6v0a1	ENSMUST00000044721.13	75	5	800	113	7	162	1317	177	2514	chr11	+	4008	2514	1494	0.2659280532715586	0.8746472984768892	0.3754466398700386	42.54848852344937	20.241837479036576	2.096589777958902	3.9889207990733793	14.119306389698355	0.28756119933077273	880	282	46.803337375794314	35.23579116721182	0.4085603691404878	0.1360512262858319	0.005681818181818182	0.7597447413789243	0.9090909090909091	0.10420403233524389	0.08522727272727272	True	True	11.96902670215077	-0.04044182912794445	-0.1482036352672605
ENSMUSG00000001755.13	ENSMUSG00000001755	2867	204	193	407	376	138	219	204.0	14.965946968460369	193.0	37.109418562708	407.0	32.98676963077512	376.0	38.56890093095684	138.0	12.904236909820517	219.0	16.934362334266527	-1.3043764907515376	-0.16454688181514707	36.22169637481332	5.182759678969357	11.485829308701904	True	True	Coasy	ENSMUST00000107308.4	34	8	150	19	16	201	312	385	1689	chr11	+	2386	1689	697	0.4254848852344938	1.9991938250900325	0.2503269964658724	7.9778415981467585	25.11487242769353	0.32036020096119355	1.8083107622465986	2.3740426672944133	0.7713330038618562	192	236	10.21163724562785	29.488108920077977	-1.52074407481694	0.18652997639338798	0.041666666666666664	0.23871488719283707	0.78125	0.574755136413775	0.17708333333333334	True	True	11.220982851081777	-0.2933516805041477	-0.2712791491652872
ENSMUSG00000017802.15	ENSMUSG00000017802	3589	2359	440	835	772	663	714	2359.0	173.06210244410786	440.0	84.60178325176953	835.0	67.67555931620939	772.0	79.18933914547523	663.0	61.99644254500727	714.0	55.21066076103333	1.0316589737449138	0.3933148302413093	77.15556057115138	6.271566871525256	11.809768128710413	True	True	Retreg3	ENSMUST00000017946.6	1697	2	637	234	16	259	1653	114	1398	chr11	-	3165	1398	1767	0.10637122130862345	1.9991938250900325	0.09830975055377385	33.879233986796564	32.3619500436449	1.0467403819275083	90.255981280367	29.238209691941726	3.079805558318881	2336	509	124.24158648847218	63.599353560676654	0.9649582548307314	0.023269374802043136	0.0008561643835616438	0.24775766523974735	0.2726883561643836	0.7289729599582095	0.7264554794520548	True	True	11.62844554013718	0.07549819561412267	0.10942803794454412
ENSMUSG00000035198.10	ENSMUSG00000035198	2266	378	500	1104	764	377	631	378.0	27.731019382735386	500.0	96.138390058829	1104.0	89.47762573065289	764.0	78.36872423205061	377.0	35.252879094219814	631.0	48.79261476220173	-1.7899187562757226	-0.6588095344168436	87.99491334051083	6.460986814256882	11.146568675740786	True	True	Tubg1	ENSMUST00000043680.9	4	11	351	83	23	617	193	256	1353	chr11	+	1802	1353	449	0.5850417171974289	2.8738411235669217	0.23035585585546264	18.66814933966341	77.09391188003437	0.24312991636996772	0.2127424426172469	10.370817967654542	0.029868004924098693	366	723	19.46593349947809	90.33857097125585	-2.2085942525941316	0.45764205279228853	0.030054644808743168	0.48301995019646426	0.9590163934426229	0.05933799701124709	0.01092896174863388	True	True	10.816183681432342	-0.49388019183605697	-0.5320777686366601
ENSMUSG00000006920.15	ENSMUSG00000006920	7440	297	363	707	528	96	174	297.0	21.788658086434946	363.0	69.79647118270985	707.0	57.30134184019166	528.0	54.16058428602451	96.0	8.976860459005577	174.0	13.454698840924092	-1.6750361101672124	-0.6597076554454835	60.41946576964201	5.919327347232331	12.86128080358871	True	True	Ezh1	ENSMUST00000107285.8	155	3	103	142	7	246	1826	117	2250	chr11	-	4193	2250	1943	0.15955683196293516	0.8746472984768892	0.26630847114494904	5.478117897394107	30.737605060759247	0.1808868712860015	8.243769651418317	17.74284519767404	0.46762551369923866	261	395	13.88144438077536	49.355097556910174	-1.8226058247665182	0.2911045035324931	0.011494252873563218	0.197729282267543	0.3946360153256705	0.5111662141999639	0.5938697318007663	True	True	12.034111146096592	-0.5296390784265409	-0.4959836804126685
ENSMUSG00000017188.4	ENSMUSG00000017188	886	295	265	521	293	711	594	295.0	21.641933116155922	265.0	50.95334673117937	521.0	42.2263070703534	293.0	30.05502120417648	711.0	66.48487277451005	594.0	45.93155811212017	-1.2315253192741502	0.043414805205719026	41.078225001903085	5.363809738452897	9.792790294301064	True	True	Coa3	ENSMUST00000017332.4	200	2	93	146	25	165	375	187	324	chr11	-	886	324	562	0.10637122130862345	3.1237403517031757	0.06401608032718666	4.946261790850991	20.61668632124096	0.2435844088480996	10.637122130862343	18.242643653946548	0.5853639384501794	295	336	15.689755143021957	41.98307032689068	-1.4142511666314155	0.07168939584459774	0.006779661016949152	0.2727817607425071	0.3152542372881356	0.6555288434128951	0.6779661016949152	True	True	9.792790294301064	-0.0952295714908401	-0.08076014241497592
ENSMUSG00000035086.14	ENSMUSG00000035086	7065	632	390	944	828	197	222	632.0	46.365090608171336	390.0	74.98794424588662	944.0	76.50985388563073	828.0	84.93364353944753	197.0	18.42126573358436	222.0	17.16633990048936	-0.6924340731056738	0.2517241870623553	78.8104805569883	6.302145020518296	12.786678033890652	True	True	Becn1	ENSMUST00000130916.8	353	4	629	93	36	498	2864	157	1344	chr11	-	4365	1344	3021	0.2127424426172469	4.4981861064525726	0.0680143072457158	33.453749101562074	62.224907805927266	0.5383682107648625	18.77452056097204	11.620314108335814	1.610410812074393	986	627	52.44101210515136	78.34340802071564	-0.5782082240559905	0.03068139294839396	0.004056795131845842	0.24285899973554434	0.6379310344827587	0.7264596073160616	0.3580121703853955	True	True	12.092096414990792	-0.31124737054380797	-0.28690376171286064
ENSMUSG00000078652.10	ENSMUSG00000078652	2949	5086	1801	3104	3151	1135	1876	5086.0	373.121599419556	1801.0	346.2904809919021	3104.0	251.5747737934299	3151.0	323.2196990251198	1135.0	106.13267313511803	1876.0	145.06330474467583	0.10763319703784227	-0.08904846148324484	307.02831793681725	8.262697728019914	11.526499239136566	True	True	Psme3	ENSMUST00000019470.14	847	16	4197	1045	146	1022	1668	234	762	chr11	+	2664	762	1902	0.8509697704689876	18.242643653946548	0.05184474977598879	223.2200079161463	127.69850557762584	1.7474383358927459	45.048212224202025	130.57234670119274	0.34550701325845196	5060	2213	269.1191899108173	276.5134959327651	-0.03909029835067088	0.024172411930622615	0.0031620553359683794	0.8147362936665951	0.8294466403162055	0.16109129440278228	0.1673913043478261	True	True	11.379919817646538	-0.27408328049586744	-0.39475990568928876
ENSMUSG00000063316.14	ENSMUSG00000063316	1535	610	682	1897	1255	2037	2738	610.0	44.75111593510208	682.0	131.13276404024276	1897.0	153.74914493754397	1255.0	128.73396454348628	2037.0	190.4777578645246	2738.0	211.71819210603542	-1.5489121670976576	-0.40845019128083293	137.87195784042433	7.108231265506046	10.584962500721156	True	True	Rpl27	ENSMUST00000077856.13	135	124	278	64	563	3947	45	161	408	chr11	+	614	408	206	6.595015721134653	70.34663272035552	0.09503670314110177	14.78559976189866	493.17612672689745	0.03017701233723009	7.180057438332081	7.99677530036013	0.8991304770441483	537	4574	28.560672921365395	571.519534747613	-4.317910832478259	0.09277809532660196	0.2309124767225326	0.029459836408032188	0.5176908752327747	0.8777620682653658	0.25139664804469275	True	True	9.264442600226602	-0.7819445076283192	-0.7146930597268708
ENSMUSG00000034993.8	ENSMUSG00000034993	2766	995	1142	3636	2162	1236	1614	995.0	72.99567271381405	1142.0	219.58008289436546	3636.0	294.69261517812856	2162.0	221.77118035300188	1236.0	115.57707840969681	1614.0	124.8039306278821	-1.5875461691555866	-0.5206939588206492	245.3479594751653	7.939273362723148	11.434106928609955	True	True	Vat1	ENSMUST00000040430.8	860	0	159	625	51	843	1451	97	1218	chr11	-	2766	1218	1548	0.0	6.372430317474478	0.015450147022829546	8.456512094035563	105.33252465943109	0.08115628570666283	45.73962516270808	78.0935087925794	0.5862331268993812	1019	1519	54.19613725674365	189.79846376948495	-1.8063067641126538	0.022626320934344767	0.0	0.11885117750174233	0.1560353287536801	0.8585225015639129	0.8439646712463199	True	True	11.434106928609955	-0.6217483617621403	-0.5665804381560796
ENSMUSG00000017146.13	ENSMUSG00000017146	8533	5191	1070	2895	2406	492	834	5191.0	380.82466035920476	1070.0	205.73615472589407	2895.0	234.6356218208697	2406.0	246.7999352124526	492.0	46.00640985240358	834.0	64.4897634099465	0.8880092772305527	-0.4134485370508382	229.05723725307212	7.84019403945919	13.059006395201111	True	True	Brca1	ENSMUST00000017290.11	1215	34	3833	170	13	992	1006	130	5436	chr11	-	6572	5436	1136	1.8083107622465986	1.6243449828856513	1.1066873399388357	203.86044563797682	123.950017155582	1.6441791006136834	64.62051694498874	21.241434391581596	3.0326226324561656	5082	1175	270.28927334521217	146.81579653004925	0.8800483951615521	0.19135288853638574	0.006690279417552145	0.28428844247099944	0.7542306178669815	0.5243586689926149	0.23907910271546634	True	True	12.682336269711378	-0.22037040898575389	-0.19140931383948503
ENSMUSG00000017119.21	ENSMUSG00000017119	6871	2750	1596	4423	3141	742	1228	2750.0	201.7468341336569	1596.0	306.87374106778213	4423.0	358.4778429408313	3141.0	322.19393038333897	742.0	69.38365063106394	1228.0	94.95615044054472	-0.604854291819433	-0.6060157481819861	329.18183813065076	8.363179130613451	12.746514321138463	True	True	Nbr1	ENSMUST00000103099.8	1035	30	1619	273	135	1486	1196	629	2964	chr11	+	4789	2964	1825	1.5955683196293515	16.86819789919715	0.09992624612832794	86.10750364933068	185.67512650523676	0.46404222820917096	55.04710702721263	34.11124464059868	1.6119585126630922	2684	1894	142.75017899617265	236.6545690450326	-0.7288894240161474	0.04592352901788832	0.011177347242921014	0.21326185620264332	0.603204172876304	0.7408146147794684	0.38561847988077497	True	True	12.225809940623543	-0.5402423575040609	-0.5037153173220739
ENSMUSG00000017724.15	ENSMUSG00000017724	3104	294	591	667	770	213	559	294.0	21.56857063101641	591.0	113.63557704953588	667.0	54.05939887893612	770.0	78.98418541711908	213.0	19.917409143418624	559.0	43.22515317285383	-2.3920077127619015	-0.5677720926549135	82.22638711519703	6.3632830098447215	11.600377553107844	True	True	Etv4	ENSMUST00000164750.8	78	0	215	195	24	533	627	254	1455	chr11	-	2336	1455	881	0.0	2.9987907376350487	0.032270652801911534	11.43490629067702	66.59814429831171	0.17294193732117066	4.148477631036314	24.365174743284772	0.1736540889495359	293	752	15.583383921713333	93.96210977923153	-2.58437681588625	0.08517680383216324	0.0	0.45647175345294105	0.7337883959044369	0.4583514427148958	0.26621160409556316	True	True	11.190442018782825	-0.613972640537736	-0.6572242223048796
ENSMUSG00000034773.17	ENSMUSG00000034773	3032	210	365	1035	680	299	501	210.0	15.406121879297437	365.0	70.18102474294517	1035.0	83.88527412248709	680.0	69.75226764109217	299.0	27.959179971277788	501.0	38.74025355921247	-2.1802973171578253	-0.734909210703349	74.60618883550815	6.223155859085986	11.56652978262417	True	True	Hrob	ENSMUST00000100392.5	25	7	170	65	45	323	494	208	1845	chr11	+	2547	1845	702	0.372299274580182	5.6227326330657155	0.08253037575986971	9.041553811232992	40.35872534400503	0.22594764747297064	1.3296402663577929	8.121724914428256	0.17388568472400795	202	433	10.743493352170967	54.103182891499	-2.321547959411885	0.17109574041016531	0.034653465346534656	0.46841759391480514	0.8415841584158416	0.3604866656750295	0.12376237623762376	True	True	11.3151495622563	-0.5636816759083467	-0.6070555307768029
ENSMUSG00000034757.16	ENSMUSG00000034757	2544	212	173	355	346	334	261	212.0	15.55284684957646	173.0	33.26388296035484	355.0	28.772243781142915	346.0	35.49159500561454	334.0	31.231993680290238	261.0	20.182048261386136	-1.0918621324198254	0.9292865743090958	32.50924058237077	5.027208938279627	11.313449940963057	True	True	Tmub2	ENSMUST00000156326.2	98	27	82	48	21	98	804	488	957	chr11	+	2249	957	1292	1.4360114876664165	2.6239418954306677	0.5638928973643053	4.361220073653562	12.245062178676449	0.361376881629596	5.212189844122548	5.997581475270097	0.871196205522984	207	167	11.009421405442525	20.866585549377213	-0.9163082537120569	0.3138901054761414	0.13043478260869565	0.20115987986645864	0.3961352657004831	0.4849500146574	0.47342995169082125	True	True	11.1357092861044	-0.14228599240036335	-0.10329516226081605
ENSMUSG00000059995.13	ENSMUSG00000059995	4121	1445	1100	2276	1957	141	177	1445.0	106.00879102659427	1100.0	211.5044581294238	2276.0	184.4665544954402	1957.0	200.74292319649615	141.0	13.18476379916444	177.0	13.68667640714692	-0.9958258354806157	0.06842435680434357	198.9046452737867	7.636658297102631	12.009128789539256	True	True	Atxn7l3	ENSMUST00000073234.9	760	42	633	618	42	594	2358	289	1041	chr11	-	3688	1041	2647	2.2337956474810925	5.247883790861335	0.4363961033463686	33.66649154417932	74.22007075646745	0.45433879705020214	40.42106409727691	77.2188614941025	0.5240773507815769	1435	1254	76.32135128893731	156.68681604143129	-1.0367565776879077	0.30844806650703743	0.02926829268292683	0.32113009812564425	0.4411149825783972	0.3704218353673184	0.5296167247386759	True	True	11.84901407369482	-0.49056244148163636	-0.4800921702214655
ENSMUSG00000020923.18	ENSMUSG00000020923	6552	3062	2273	7750	5060	481	974	3062.0	224.63592949718455	2273.0	437.0451212074367	7750.0	628.1264487432608	5060.0	519.0389327410682	481.0	44.97781125814252	974.0	75.31538316701186	-0.9598815049789207	-1.0176053619304029	528.0701675639219	9.044859006381879	12.677939816390142	True	True	Ubtf	ENSMUST00000006754.14	160	22	2316	327	72	1910	641	316	2256	chr11	-	3213	2256	957	1.1700834343948578	8.996372212905145	0.1396252708956845	123.17787427538595	238.65376287012262	0.5163389795135782	8.509697704689875	40.85852380027754	0.21020527367325514	2498	2309	132.85765541447066	288.5086588833053	-1.118147737596791	0.16119854949131499	0.008807045636509208	0.5961176942360165	0.9271417133706965	0.24268375627266864	0.06405124099279423	True	True	11.650154213675094	-0.603573265887391	-0.667607382197101
ENSMUSG00000018677.10	ENSMUSG00000018677	2756	1219	1895	4044	2498	796	729	1219.0	89.42886938506464	1895.0	364.36449832296194	4044.0	327.7604333829351	2498.0	256.2370067168356	796.0	74.43313463925458	729.0	56.37054859214748	-2.025353419240647	0.0453432555684138	316.1206461409109	8.304787754538413	11.428883552010191	True	True	Slc25a39	ENSMUST00000018821.9	165	26	1003	203	89	2217	438	170	1077	chr11	-	1685	1077	608	1.382825877012105	11.120515652063306	0.1321530955432902	53.345167486274654	277.01329438903764	0.192863960583729	8.775625757961434	25.364771655829788	0.34854527179431777	1194	2509	63.5036191212482	313.49858169693067	-2.3017382706193246	0.19620024764615976	0.021775544388609715	0.2863342449375419	0.8400335008375209	0.5174655074162984	0.13819095477386933	True	True	10.719388820942083	-0.6610043113019617	-0.6478958015506985
ENSMUSG00000034520.15	ENSMUSG00000034520	5003	2514	639	1652	1254	1029	786	2514.0	184.43328764073217	639.0	122.86486249518346	1652.0	133.8922442998538	1254.0	128.6313876793082	1029.0	96.22072304496604	786.0	60.77812235038124	0.5856349641440838	0.6041367204135725	128.46283149144847	7.0063297984312225	12.28886607416582	True	True	Gjc1	ENSMUST00000107075.9	462	105	1847	104	76	414	409	717	1188	chr11	-	2314	1188	1126	5.584489118702731	9.496170669177653	0.5923705730829676	98.23382287851375	51.729140224204585	1.897269035394709	24.571752122292015	12.99475986308521	1.8840935137606405	2414	594	128.39006411950848	74.22007075646745	0.7898330226485353	0.13543820725390165	0.043496271748135876	0.43378710643043444	0.7651201325600663	0.43077468631566396	0.19138359569179786	True	True	11.1767964781476	0.035557625753176385	0.02340772574103928
ENSMUSG00000020929.15	ENSMUSG00000020929	8395	4620	3805	7964	6660	475	1639	4620.0	338.9346813445436	3805.0	731.6131483476887	7964.0	645.470843585978	6660.0	683.161915425991	475.0	44.41675747945468	1639.0	126.73707701307232	-1.1098453227443807	-1.4286928257874996	686.7486357865524	9.423848390040456	13.035486451292154	True	True	Eftud2	ENSMUST00000107060.8	315	17	4138	254	112	4796	331	95	2913	chr11	-	3339	2913	426	0.9041553811232993	13.994356775630227	0.07124520807217885	220.0820568875419	599.2583490707373	0.3673629594530861	16.75346735610819	31.737201973304263	0.5293639613883139	4470	5162	237.7396796247734	644.9899078196718	-1.4395108216051213	0.07360254075924914	0.003803131991051454	0.37951811677202174	0.9257270693512304	0.546879342468729	0.07046979865771812	True	True	11.705632387361415	-0.7110737992180334	-0.7198072045836619
ENSMUSG00000051378.11	ENSMUSG00000051378	3572	579	446	1281	928	259	585	579.0	42.47687889577722	446.0	85.75544393247547	1281.0	103.82322333420865	928.0	95.19132995725519	259.0	24.21882144669213	585.0	45.23562541345168	-1.0118394190120463	-1.0236730953252533	94.92333240797977	6.57020989692306	11.80292019858527	True	True	Kif18b	ENSMUST00000021311.10	68	13	487	94	20	453	674	150	2502	chr11	-	3326	2502	824	0.6914129385060525	2.4989922813625407	0.304507614039988	25.901392388649807	56.60217517286154	0.45856075731455254	3.616621524493197	11.74526372240394	0.313764354394545	568	567	30.209426851649056	70.84643117662803	-1.2269635429643309	0.2827807947870093	0.022887323943661973	0.4258421446056632	0.8573943661971831	0.2913770606073275	0.11971830985915492	True	True	11.700006150882865	-0.4172911135160178	-0.4393297344489507
ENSMUSG00000020935.9	ENSMUSG00000020935	2556	837	1079	2777	1890	1030	1863	837.0	61.40440006177121	1079.0	207.466645746953	2777.0	225.07189008516585	1890.0	193.870273296565	1030.0	96.31423200808068	1863.0	144.05806862437692	-1.7548131025637577	-0.7955247250698729	208.80293637622796	7.706688961096209	11.32023644524165	True	True	Dcakd	ENSMUST00000021313.9	353	38	440	484	67	658	837	214	693	chr11	-	1744	693	1051	2.021053204863845	8.37162414256451	0.25037149537913345	23.401668687897157	82.21684605682758	0.2855025406545914	18.77452056097204	60.47561320897348	0.3115861245326367	831	1209	44.19724245373304	151.06408340836558	-1.7708265983580216	0.2954374813463904	0.0457280385078219	0.3368919908444885	0.529482551143201	0.36767052780912113	0.42478941034897716	True	True	10.769011321097015	-0.5048101974968068	-0.5011729304746474
ENSMUSG00000020936.9	ENSMUSG00000020936	5017	1348	1513	3992	3154	701	1813	1348.0	98.89262996806164	1513.0	290.91476831801657	3992.0	323.54590753330285	3154.0	323.5274296176539	701.0	65.54978314336364	1813.0	140.1917758539964	-1.5556993431755488	-1.0956506576238942	312.6627018229911	8.288924665644421	12.292896755409172	True	True	Nmt1	ENSMUST00000021314.8	543	17	775	439	17	1398	3147	226	1488	chr11	+	4861	1488	3373	0.9041553811232993	2.1241434391581597	0.4514795958948461	41.21884825709159	174.67956046724157	0.23640549356362445	28.879786585291264	54.85288057590777	0.5273570062493953	1335	1854	71.00279022350615	231.6565844823075	-1.7046322476626585	0.3715141184537917	0.012734082397003745	0.19453366074018422	0.5805243445692884	0.43395222080602414	0.4067415730337079	True	True	12.247334178028728	-0.7401654478975621	-0.6975994103470367
ENSMUSG00000056938.17	ENSMUSG00000056938	2937	128	90	267	149	85	85	128.0	9.390398097857485	90.0	17.30491021058922	267.0	21.639969266380728	149.0	15.283952762533431	85.0	7.948261864744521	85.0	6.5726977096468255	-0.8749538604412358	-0.22851656387685276	18.07627741316779	4.183984853963813	11.52061868055628	True	True	Acbd4	ENSMUST00000024492.15	12	37	63	31	10	56	541	553	981	chr11	+	2075	981	1094	1.9678675942095338	1.2494961406812704	1.5323256820620512	3.3506934712216387	6.997178387815113	0.48620638832271834	0.6382273278517406	3.8734380361119376	0.18579057258285722	112	97	5.956788393282912	12.120112564608322	-1.0126326607100293	0.6951458249320154	0.33035714285714285	0.22056952047099165	0.5625	0.08428465459699304	0.10714285714285714	True	True	11.019590728357882	-0.07330268731319216	-0.033119325554601384
ENSMUSG00000048878.7	ENSMUSG00000048878	3495	611	482	2106	1325	705	1146	611.0	44.82447842024159	482.0	92.67740801671117	2106.0	170.68829691010419	1325.0	135.91434503595167	705.0	65.9238189958222	1146.0	88.61543029712074	-1.0462717873010863	-0.7546487671527224	133.09334998758902	7.057378243809846	11.7714894695006	True	True	Hexim1	ENSMUST00000053063.7	282	29	285	61	178	251	1736	691	1068	chr11	+	3495	1068	2427	1.54238270897504	22.24103130412661	0.07351418502652898	15.157899036478842	31.362353131099884	0.4849573384705521	14.998342204515906	7.621926458155749	1.9552558919502956	596	490	31.698623949969782	61.22531089338224	-0.9475183068153694	0.02924509020937157	0.04865771812080537	0.19292359843409776	0.47818791946308725	0.7778313113565306	0.47315436241610737	True	True	11.7714894695006	-0.41106035399739677	-0.3730791564505982
